"","binned_hours","airtemp","rainfal","humidity","hour","workingHour","workday","date","weekDay"
"1","2018-01-01 00",23.9818181818182,0.672727272727273,97.0818181818182,0,0,0,2018-01-01,"Monday"
"2","2018-01-01 01",23.6833333333333,1.58333333333333,98.25,1,0,0,2018-01-01,"Monday"
"3","2018-01-01 02",23.6166666666667,0.266666666666667,99.0333333333333,2,0,0,2018-01-01,"Monday"
"4","2018-01-01 03",23.7333333333333,0.0833333333333333,99.1,3,0,0,2018-01-01,"Monday"
"5","2018-01-01 04",23.7083333333333,0.233333333333333,99.1,4,0,0,2018-01-01,"Monday"
"6","2018-01-01 05",23.7,0.183333333333333,99.1,5,0,0,2018-01-01,"Monday"
"7","2018-01-01 06",23.5666666666667,0.05,99.1,6,0,0,2018-01-01,"Monday"
"8","2018-01-01 07",23.3083333333333,0.0833333333333333,99.1,7,0,0,2018-01-01,"Monday"
"9","2018-01-01 08",23.21,0.1,99.1,8,0,0,2018-01-01,"Monday"
"10","2018-01-01 09",23.275,0.1,99.1,9,0,1,2018-01-01,"Monday"
"11","2018-01-01 10",23.4916666666667,0.0666666666666667,99.1,10,0,1,2018-01-01,"Monday"
"12","2018-01-01 11",23.875,0.0166666666666667,98.3916666666667,11,0,1,2018-01-01,"Monday"
"13","2018-01-01 12",24.96,0,92.04,12,0,1,2018-01-01,"Monday"
"14","2018-01-01 13",25.4833333333333,0,88.7916666666667,13,0,1,2018-01-01,"Monday"
"15","2018-01-01 14",25.95,0,85.375,14,0,1,2018-01-01,"Monday"
"16","2018-01-01 15",26.3583333333333,0,83.9916666666667,15,0,1,2018-01-01,"Monday"
"17","2018-01-01 16",26.0083333333333,0,84.3916666666667,16,0,1,2018-01-01,"Monday"
"18","2018-01-01 17",25.4916666666667,0,86.0583333333333,17,0,1,2018-01-01,"Monday"
"19","2018-01-01 18",25.3916666666667,0,87.6833333333333,18,0,0,2018-01-01,"Monday"
"20","2018-01-01 19",25.1666666666667,0,89.8416666666667,19,0,0,2018-01-01,"Monday"
"21","2018-01-01 20",24.9083333333333,0,88.2916666666667,20,0,0,2018-01-01,"Monday"
"22","2018-01-01 21",24.6083333333333,0,89.175,21,0,0,2018-01-01,"Monday"
"23","2018-01-01 22",24.4083333333333,0,90.8666666666667,22,0,0,2018-01-01,"Monday"
"24","2018-01-01 23",24.2666666666667,0,91.9833333333333,23,0,0,2018-01-01,"Monday"
"25","2018-01-02 00",24.0272727272727,0,92.5454545454545,0,0,0,2018-01-02,"Tuesday"
"26","2018-01-02 01",24.1583333333333,0,91.9333333333333,1,0,0,2018-01-02,"Tuesday"
"27","2018-01-02 02",24.05,0,92.7333333333333,2,0,0,2018-01-02,"Tuesday"
"28","2018-01-02 03",24.1,0,93,3,0,0,2018-01-02,"Tuesday"
"29","2018-01-02 04",24.175,0,93.075,4,0,0,2018-01-02,"Tuesday"
"30","2018-01-02 05",24.2,0,94.2833333333333,5,0,0,2018-01-02,"Tuesday"
"31","2018-01-02 06",24.3,0,93.9916666666667,6,0,0,2018-01-02,"Tuesday"
"32","2018-01-02 07",24.6583333333333,0,92.1,7,0,0,2018-01-02,"Tuesday"
"33","2018-01-02 08",25.06,0,91.04,8,0,0,2018-01-02,"Tuesday"
"34","2018-01-02 09",25.4666666666667,0,89.35,9,0,1,2018-01-02,"Tuesday"
"35","2018-01-02 10",25.975,0,85.7166666666667,10,0,1,2018-01-02,"Tuesday"
"36","2018-01-02 11",26.5,0,82.3833333333333,11,0,1,2018-01-02,"Tuesday"
"37","2018-01-02 12",26.9666666666667,0,79.7333333333333,12,0,1,2018-01-02,"Tuesday"
"38","2018-01-02 13",26.8916666666667,0,80.1083333333333,13,0,1,2018-01-02,"Tuesday"
"39","2018-01-02 14",26.025,0.183333333333333,86.2916666666667,14,0,1,2018-01-02,"Tuesday"
"40","2018-01-02 15",24.3416666666667,1.91666666666667,97.35,15,0,1,2018-01-02,"Tuesday"
"41","2018-01-02 16",23.675,0.35,98.2583333333333,16,0,1,2018-01-02,"Tuesday"
"42","2018-01-02 17",24.8416666666667,0,90.025,17,0,1,2018-01-02,"Tuesday"
"43","2018-01-02 18",24.8,0,94.9,18,0,0,2018-01-02,"Tuesday"
"44","2018-01-02 19",24.85,0,94.7083333333333,19,0,0,2018-01-02,"Tuesday"
"45","2018-01-02 20",24.85,0,94.7416666666667,20,0,0,2018-01-02,"Tuesday"
"46","2018-01-02 21",24.9,0,94.0416666666667,21,0,0,2018-01-02,"Tuesday"
"47","2018-01-02 22",24.8083333333333,0,93.8833333333333,22,0,0,2018-01-02,"Tuesday"
"48","2018-01-02 23",24.7,0,93.7,23,0,0,2018-01-02,"Tuesday"
"49","2018-01-03 10",28.225,0,74.8,10,0,1,2018-01-03,"Wednesday"
"50","2018-01-03 11",28.8416666666667,0,70.65,11,0,1,2018-01-03,"Wednesday"
"51","2018-01-03 12",30.5416666666667,0,64.95,12,0,1,2018-01-03,"Wednesday"
"52","2018-01-03 13",31.2833333333333,0,60.625,13,0,1,2018-01-03,"Wednesday"
"53","2018-01-03 14",28.6833333333333,1.41666666666667,75.775,14,0,1,2018-01-03,"Wednesday"
"54","2018-01-03 15",24.65,2.3,96.3416666666667,15,0,1,2018-01-03,"Wednesday"
"55","2018-01-03 16",25.325,0.05,96.1583333333333,16,0,1,2018-01-03,"Wednesday"
"56","2018-01-03 17",25.4833333333333,0,91.8,17,0,1,2018-01-03,"Wednesday"
"57","2018-01-03 18",25.875,0,91.0333333333333,18,0,0,2018-01-03,"Wednesday"
"58","2018-01-03 19",26,0,90.9833333333333,19,0,0,2018-01-03,"Wednesday"
"59","2018-01-03 20",25.975,0,89.1833333333333,20,0,0,2018-01-03,"Wednesday"
"60","2018-01-03 21",25.8916666666667,0,89.1666666666667,21,0,0,2018-01-03,"Wednesday"
"61","2018-01-03 22",25.6166666666667,0,91.4166666666667,22,0,0,2018-01-03,"Wednesday"
"62","2018-01-03 23",25.425,0,92.7,23,0,0,2018-01-03,"Wednesday"
"63","2018-01-04 00",25.2666666666667,0,91.5666666666667,0,0,0,2018-01-04,"Thursday"
"64","2018-01-04 01",25.1166666666667,0,91.3666666666667,1,0,0,2018-01-04,"Thursday"
"65","2018-01-04 02",25,0,91.9166666666667,2,0,0,2018-01-04,"Thursday"
"66","2018-01-04 03",24.7583333333333,0,94.2666666666667,3,0,0,2018-01-04,"Thursday"
"67","2018-01-04 04",24.55,0.0166666666666667,95.9833333333333,4,0,0,2018-01-04,"Thursday"
"68","2018-01-04 05",24.6166666666667,0,94.125,5,0,0,2018-01-04,"Thursday"
"69","2018-01-04 06",24.7666666666667,0,93.6916666666667,6,0,0,2018-01-04,"Thursday"
"70","2018-01-04 07",24.8916666666667,0,92.7083333333333,7,0,0,2018-01-04,"Thursday"
"71","2018-01-04 08",25.0818181818182,0,92.0454545454545,8,0,0,2018-01-04,"Thursday"
"72","2018-01-04 09",25.5583333333333,0,89.1583333333333,9,0,1,2018-01-04,"Thursday"
"73","2018-01-04 10",26.3583333333333,0,84.8583333333333,10,0,1,2018-01-04,"Thursday"
"74","2018-01-04 11",26.6166666666667,0,83.5583333333333,11,0,1,2018-01-04,"Thursday"
"75","2018-01-04 12",27.4583333333333,0,79.6916666666667,12,0,1,2018-01-04,"Thursday"
"76","2018-01-04 13",28.2333333333333,0,76.025,13,0,1,2018-01-04,"Thursday"
"77","2018-01-04 14",28.075,0,74.5666666666667,14,0,1,2018-01-04,"Thursday"
"78","2018-01-04 15",28.5833333333333,0,72.2916666666667,15,0,1,2018-01-04,"Thursday"
"79","2018-01-04 16",27.475,0,78.0916666666667,16,0,1,2018-01-04,"Thursday"
"80","2018-01-04 17",26.7416666666667,0,83.0833333333333,17,0,1,2018-01-04,"Thursday"
"81","2018-01-04 18",26.65,0,83.0166666666667,18,0,0,2018-01-04,"Thursday"
"82","2018-01-04 19",26.3916666666667,0,83.5416666666667,19,0,0,2018-01-04,"Thursday"
"83","2018-01-04 20",26.15,0,81.175,20,0,0,2018-01-04,"Thursday"
"84","2018-01-04 21",26,0,81.9083333333333,21,0,0,2018-01-04,"Thursday"
"85","2018-01-04 22",25.875,0,82.8333333333333,22,0,0,2018-01-04,"Thursday"
"86","2018-01-04 23",25.8583333333333,0,82.725,23,0,0,2018-01-04,"Thursday"
"87","2018-01-05 00",25.8,0,83,0,0,0,2018-01-05,"Friday"
"88","2018-01-05 12",25.525,0,89.1125,12,0,1,2018-01-05,"Friday"
"89","2018-01-05 13",25.4666666666667,0,89.5916666666667,13,0,1,2018-01-05,"Friday"
"90","2018-01-05 14",26.1416666666667,0,86.7,14,0,1,2018-01-05,"Friday"
"91","2018-01-05 15",26.65,0,83.8166666666667,15,0,1,2018-01-05,"Friday"
"92","2018-01-05 16",27.6,0,79.125,16,0,1,2018-01-05,"Friday"
"93","2018-01-05 17",27.35,0,79.5,17,0,1,2018-01-05,"Friday"
"94","2018-01-05 18",27.4083333333333,0,77.2666666666667,18,0,0,2018-01-05,"Friday"
"95","2018-01-05 19",26.475,0,84.0166666666667,19,0,0,2018-01-05,"Friday"
"96","2018-01-05 20",25.9916666666667,0,86.7416666666667,20,0,0,2018-01-05,"Friday"
"97","2018-01-05 21",25.8,0,87.3333333333333,21,0,0,2018-01-05,"Friday"
"98","2018-01-05 22",25.7333333333333,0,87.2583333333333,22,0,0,2018-01-05,"Friday"
"99","2018-01-05 23",25.6583333333333,0,87.2,23,0,0,2018-01-05,"Friday"
"100","2018-01-06 00",25.4545454545455,0,88.9,0,1,0,2018-01-06,"Saturday"
"101","2018-01-06 01",25.2583333333333,0,90.375,1,1,0,2018-01-06,"Saturday"
"102","2018-01-06 02",25.2,0,90.2166666666667,2,1,0,2018-01-06,"Saturday"
"103","2018-01-06 03",25.075,0,89.875,3,1,0,2018-01-06,"Saturday"
"104","2018-01-06 04",24.9,0,91.0833333333333,4,1,0,2018-01-06,"Saturday"
"105","2018-01-06 05",24.7333333333333,0,91.5416666666667,5,1,0,2018-01-06,"Saturday"
"106","2018-01-06 06",24.6875,0,90.8625,6,1,0,2018-01-06,"Saturday"
"107","2018-01-07 08",27.05,0,85.175,8,1,0,2018-01-07,"Sunday"
"108","2018-01-07 09",27.6833333333333,0,80.5083333333333,9,1,1,2018-01-07,"Sunday"
"109","2018-01-07 10",28.5083333333333,0,75.5416666666667,10,1,1,2018-01-07,"Sunday"
"110","2018-01-07 11",29.475,0,70.7833333333333,11,1,1,2018-01-07,"Sunday"
"111","2018-01-07 12",30.0083333333333,0,66.6666666666667,12,1,1,2018-01-07,"Sunday"
"112","2018-01-07 13",29.8416666666667,0,66.8333333333333,13,1,1,2018-01-07,"Sunday"
"113","2018-01-07 14",29.4666666666667,0,69.3416666666667,14,1,1,2018-01-07,"Sunday"
"114","2018-01-07 15",28.4916666666667,0,73.7166666666667,15,1,1,2018-01-07,"Sunday"
"115","2018-01-07 16",28.3583333333333,0,75.3666666666667,16,1,1,2018-01-07,"Sunday"
"116","2018-01-07 17",27.1916666666667,0,75.9333333333333,17,1,1,2018-01-07,"Sunday"
"117","2018-01-07 18",25.85,0.166666666666667,83.4583333333333,18,1,0,2018-01-07,"Sunday"
"118","2018-01-07 19",26.5083333333333,0,78.65,19,1,0,2018-01-07,"Sunday"
"119","2018-01-07 20",26.1166666666667,0.0166666666666667,79.9,20,1,0,2018-01-07,"Sunday"
"120","2018-01-07 21",26.2333333333333,0,80.1,21,1,0,2018-01-07,"Sunday"
"121","2018-01-07 22",26.15,0,83.075,22,1,0,2018-01-07,"Sunday"
"122","2018-01-07 23",25.9166666666667,0,86.2333333333333,23,1,0,2018-01-07,"Sunday"
"123","2018-01-08 00",26.1636363636364,0,86.4,0,0,0,2018-01-08,"Monday"
"124","2018-01-08 01",26.05,0,87.2,1,0,0,2018-01-08,"Monday"
"125","2018-01-08 02",25.8916666666667,0,87.2083333333333,2,0,0,2018-01-08,"Monday"
"126","2018-01-08 03",25.7083333333333,0,88.6,3,0,0,2018-01-08,"Monday"
"127","2018-01-08 04",25.7,0,89.32,4,0,0,2018-01-08,"Monday"
"128","2018-01-08 05",25.6833333333333,0,89.8083333333333,5,0,0,2018-01-08,"Monday"
"129","2018-01-08 06",25.575,0,91.0666666666667,6,0,0,2018-01-08,"Monday"
"130","2018-01-08 07",24.4416666666667,0.833333333333333,96.6,7,0,0,2018-01-08,"Monday"
"131","2018-01-08 08",24.175,1.11666666666667,98.0666666666667,8,0,0,2018-01-08,"Monday"
"132","2018-01-08 09",23.6333333333333,1.43333333333333,98.6666666666667,9,0,1,2018-01-08,"Monday"
"133","2018-01-08 10",23.4583333333333,0.1,98.9,10,0,1,2018-01-08,"Monday"
"134","2018-01-08 11",25.4166666666667,0,94.4833333333333,11,0,1,2018-01-08,"Monday"
"135","2018-01-08 12",28.1916666666667,0.0166666666666667,77.6833333333333,12,0,1,2018-01-08,"Monday"
"136","2018-01-08 13",29.6166666666667,0,69.8583333333333,13,0,1,2018-01-08,"Monday"
"137","2018-01-08 14",29.6166666666667,0,68.1666666666667,14,0,1,2018-01-08,"Monday"
"138","2018-01-08 15",29.6416666666667,0,68.425,15,0,1,2018-01-08,"Monday"
"139","2018-01-08 16",29.175,0,69.4666666666667,16,0,1,2018-01-08,"Monday"
"140","2018-01-08 17",28.5,0,74.425,17,0,1,2018-01-08,"Monday"
"141","2018-01-08 18",28.4666666666667,0,72.6083333333333,18,0,0,2018-01-08,"Monday"
"142","2018-01-08 19",27.875,0,72.8416666666667,19,0,0,2018-01-08,"Monday"
"143","2018-01-08 20",27.4166666666667,0,71.1416666666667,20,0,0,2018-01-08,"Monday"
"144","2018-01-08 21",26.8666666666667,0,74.6583333333333,21,0,0,2018-01-08,"Monday"
"145","2018-01-08 22",26.6666666666667,0,76.0666666666667,22,0,0,2018-01-08,"Monday"
"146","2018-01-08 23",26.6083333333333,0,75.575,23,0,0,2018-01-08,"Monday"
"147","2018-01-09 00",26.05,0,81.5,0,0,0,2018-01-09,"Tuesday"
"148","2018-01-09 01",25.7090909090909,0,85.6909090909091,1,0,0,2018-01-09,"Tuesday"
"149","2018-01-09 02",25.6916666666667,0,88.7583333333333,2,0,0,2018-01-09,"Tuesday"
"150","2018-01-09 03",25.6,0,91.1666666666667,3,0,0,2018-01-09,"Tuesday"
"151","2018-01-09 04",25.5416666666667,0,90.8666666666667,4,0,0,2018-01-09,"Tuesday"
"152","2018-01-09 05",25.5166666666667,0,89.8083333333333,5,0,0,2018-01-09,"Tuesday"
"153","2018-01-09 06",25.4416666666667,0,89.325,6,0,0,2018-01-09,"Tuesday"
"154","2018-01-09 07",25.6666666666667,0,86.9666666666667,7,0,0,2018-01-09,"Tuesday"
"155","2018-01-09 08",26.7416666666667,0,80.9833333333333,8,0,0,2018-01-09,"Tuesday"
"156","2018-01-09 09",27.825,0,78.1583333333333,9,0,1,2018-01-09,"Tuesday"
"157","2018-01-09 10",28.525,0,73.475,10,0,1,2018-01-09,"Tuesday"
"158","2018-01-09 11",29.5083333333333,0,68.3916666666667,11,0,1,2018-01-09,"Tuesday"
"159","2018-01-09 12",30.95,0,60.1166666666667,12,0,1,2018-01-09,"Tuesday"
"160","2018-01-09 13",31.2,0,58.1083333333333,13,0,1,2018-01-09,"Tuesday"
"161","2018-01-09 14",29.8,0,68.275,14,0,1,2018-01-09,"Tuesday"
"162","2018-01-09 15",26.5,0.75,86.4,15,0,1,2018-01-09,"Tuesday"
"163","2018-01-09 16",26.0833333333333,2.23333333333333,89.6666666666667,16,0,1,2018-01-09,"Tuesday"
"164","2018-01-09 17",23.575,0.716666666666667,98.65,17,0,1,2018-01-09,"Tuesday"
"165","2018-01-09 18",24.2583333333333,0.0166666666666667,98.0666666666667,18,0,0,2018-01-09,"Tuesday"
"166","2018-01-09 19",24.8916666666667,0,90.1166666666667,19,0,0,2018-01-09,"Tuesday"
"167","2018-01-09 20",24.8666666666667,0,89.1166666666667,20,0,0,2018-01-09,"Tuesday"
"168","2018-01-09 21",24.9416666666667,0,88.0833333333333,21,0,0,2018-01-09,"Tuesday"
"169","2018-01-09 22",25.1666666666667,0,88.3,22,0,0,2018-01-09,"Tuesday"
"170","2018-01-09 23",25.1083333333333,0,89.5083333333333,23,0,0,2018-01-09,"Tuesday"
"171","2018-01-10 00",25.1181818181818,0,88.6818181818182,0,0,0,2018-01-10,"Wednesday"
"172","2018-01-10 01",25.2666666666667,0,86.6416666666667,1,0,0,2018-01-10,"Wednesday"
"173","2018-01-10 02",25.075,0,88.225,2,0,0,2018-01-10,"Wednesday"
"174","2018-01-10 03",24.9,0,91.1166666666667,3,0,0,2018-01-10,"Wednesday"
"175","2018-01-10 04",24.75,0,92.125,4,0,0,2018-01-10,"Wednesday"
"176","2018-01-10 05",24.925,0,90.6916666666667,5,0,0,2018-01-10,"Wednesday"
"177","2018-01-10 06",24.9083333333333,0,90.6416666666667,6,0,0,2018-01-10,"Wednesday"
"178","2018-01-10 07",24.8833333333333,0,91.125,7,0,0,2018-01-10,"Wednesday"
"179","2018-01-10 08",25.0666666666667,0,90.1,8,0,0,2018-01-10,"Wednesday"
"180","2018-01-10 09",25.625,0,86.575,9,0,1,2018-01-10,"Wednesday"
"181","2018-01-10 10",25.875,0,85.5833333333333,10,0,1,2018-01-10,"Wednesday"
"182","2018-01-10 11",25.35,0.116666666666667,89.1083333333333,11,0,1,2018-01-10,"Wednesday"
"183","2018-01-10 12",24.575,0.183333333333333,93.9083333333333,12,0,1,2018-01-10,"Wednesday"
"184","2018-01-10 13",23.7416666666667,0.15,93.9583333333333,13,0,1,2018-01-10,"Wednesday"
"185","2018-01-10 14",23.4083333333333,0.15,95.6166666666667,14,0,1,2018-01-10,"Wednesday"
"186","2018-01-10 15",23.1416666666667,0.216666666666667,96.3916666666667,15,0,1,2018-01-10,"Wednesday"
"187","2018-01-10 16",23.2333333333333,0.04,91.8333333333333,16,0,1,2018-01-10,"Wednesday"
"188","2018-01-10 17",23.1916666666667,0.183333333333333,90.8,17,0,1,2018-01-10,"Wednesday"
"189","2018-01-10 18",22.8916666666667,0.25,94.9,18,0,0,2018-01-10,"Wednesday"
"190","2018-01-10 19",22.8166666666667,0.0833333333333333,94.4166666666667,19,0,0,2018-01-10,"Wednesday"
"191","2018-01-10 20",22.8333333333333,0.0166666666666667,93.1083333333333,20,0,0,2018-01-10,"Wednesday"
"192","2018-01-10 21",22.9583333333333,0,93.2166666666667,21,0,0,2018-01-10,"Wednesday"
"193","2018-01-10 22",22.9666666666667,0,94.425,22,0,0,2018-01-10,"Wednesday"
"194","2018-01-10 23",23.0916666666667,0.0166666666666667,94.0583333333333,23,0,0,2018-01-10,"Wednesday"
"195","2018-01-11 00",23.1272727272727,0,94.2181818181818,0,0,0,2018-01-11,"Thursday"
"196","2018-01-11 01",22.8083333333333,0.0333333333333333,95.625,1,0,0,2018-01-11,"Thursday"
"197","2018-01-12 09",21.7,0,96.1,9,0,1,2018-01-12,"Friday"
"198","2018-01-12 10",21.85,0.0166666666666667,95.2333333333333,10,0,1,2018-01-12,"Friday"
"199","2018-01-12 11",22.15,0,94.23,11,0,1,2018-01-12,"Friday"
"200","2018-01-12 12",22.3666666666667,0.0166666666666667,93.75,12,0,1,2018-01-12,"Friday"
"201","2018-01-12 13",22.6666666666667,0,92.125,13,0,1,2018-01-12,"Friday"
"202","2018-01-12 14",23.0666666666667,0,90.4166666666667,14,0,1,2018-01-12,"Friday"
"203","2018-01-12 15",23.0833333333333,0,89.0416666666667,15,0,1,2018-01-12,"Friday"
"204","2018-01-12 16",23.0083333333333,0,90.0333333333333,16,0,1,2018-01-12,"Friday"
"205","2018-01-12 17",23.1166666666667,0,89.8583333333333,17,0,1,2018-01-12,"Friday"
"206","2018-01-12 18",22.8666666666667,0,91.0916666666667,18,0,0,2018-01-12,"Friday"
"207","2018-01-12 19",22.5545454545455,0,92.9727272727273,19,0,0,2018-01-12,"Friday"
"208","2018-01-12 20",22.4916666666667,0,93.1083333333333,20,0,0,2018-01-12,"Friday"
"209","2018-01-12 21",22.5545454545455,0.0166666666666667,91.8545454545455,21,0,0,2018-01-12,"Friday"
"210","2018-01-12 22",22.4916666666667,0,92.375,22,0,0,2018-01-12,"Friday"
"211","2018-01-12 23",22.5909090909091,0,91.3,23,0,0,2018-01-12,"Friday"
"212","2018-01-13 00",22.37,0.0181818181818182,93.23,0,1,0,2018-01-13,"Saturday"
"213","2018-01-13 01",22.1916666666667,0.0666666666666667,95.4916666666667,1,1,0,2018-01-13,"Saturday"
"214","2018-01-13 02",21.9583333333333,0.133333333333333,97.675,2,1,0,2018-01-13,"Saturday"
"215","2018-01-13 03",21.9666666666667,0.05,97.9583333333333,3,1,0,2018-01-13,"Saturday"
"216","2018-01-13 04",21.9142857142857,0.0222222222222222,97.5285714285714,4,1,0,2018-01-13,"Saturday"
"217","2018-01-13 05",21.8416666666667,0.0666666666666667,97.9333333333333,5,1,0,2018-01-13,"Saturday"
"218","2018-01-13 06",21.8166666666667,0.133333333333333,98,6,1,0,2018-01-13,"Saturday"
"219","2018-01-13 07",21.8,0.05,98.5,7,1,0,2018-01-13,"Saturday"
"220","2018-01-13 08",21.8166666666667,0,98.1083333333333,8,1,0,2018-01-13,"Saturday"
"221","2018-01-13 09",22.0916666666667,0.0166666666666667,95.2666666666667,9,1,1,2018-01-13,"Saturday"
"222","2018-01-13 10",22.3583333333333,0.0166666666666667,93.6583333333333,10,1,1,2018-01-13,"Saturday"
"223","2018-01-13 11",22.4916666666667,0,92.475,11,1,1,2018-01-13,"Saturday"
"224","2018-01-13 12",22.3666666666667,0.0333333333333333,92.075,12,1,1,2018-01-13,"Saturday"
"225","2018-01-13 13",22.175,0.0333333333333333,94.1083333333333,13,1,1,2018-01-13,"Saturday"
"226","2018-01-13 14",22.2333333333333,0.0166666666666667,94.675,14,1,1,2018-01-13,"Saturday"
"227","2018-01-13 15",22.2,0.0166666666666667,93.7,15,1,1,2018-01-13,"Saturday"
"228","2018-01-13 16",22.3166666666667,0.0166666666666667,93.575,16,1,1,2018-01-13,"Saturday"
"229","2018-01-13 17",22.4333333333333,0.0166666666666667,93.05,17,1,1,2018-01-13,"Saturday"
"230","2018-01-13 18",22.5333333333333,0.0166666666666667,92.5333333333333,18,1,0,2018-01-13,"Saturday"
"231","2018-01-13 19",22.6583333333333,0.0166666666666667,91.0666666666667,19,1,0,2018-01-13,"Saturday"
"232","2018-01-13 20",22.4083333333333,0.0333333333333333,94.325,20,1,0,2018-01-13,"Saturday"
"233","2018-01-13 21",22.3666666666667,0.0666666666666667,94.3333333333333,21,1,0,2018-01-13,"Saturday"
"234","2018-01-13 22",22.2583333333333,0.05,94.5083333333333,22,1,0,2018-01-13,"Saturday"
"235","2018-01-13 23",22.1083333333333,0.0333333333333333,93.725,23,1,0,2018-01-13,"Saturday"
"236","2018-01-14 00",22.05,0.0222222222222222,94.45,0,1,0,2018-01-14,"Sunday"
"237","2018-01-14 01",22,0.05,95.5583333333333,1,1,0,2018-01-14,"Sunday"
"238","2018-01-14 15",24.84,0,79.22,15,1,1,2018-01-14,"Sunday"
"239","2018-01-14 16",25.1,0,78.83,16,1,1,2018-01-14,"Sunday"
"240","2018-01-14 17",24.425,0,79.3666666666667,17,1,1,2018-01-14,"Sunday"
"241","2018-01-14 18",23.9375,0,81.5375,18,1,0,2018-01-14,"Sunday"
"242","2018-01-14 19",23.575,0,80.8375,19,1,0,2018-01-14,"Sunday"
"243","2018-01-14 20",23.35,0,80.8833333333333,20,1,0,2018-01-14,"Sunday"
"244","2018-01-14 21",23.2545454545455,0,83.6636363636364,21,1,0,2018-01-14,"Sunday"
"245","2018-01-14 22",23.0555555555556,0,87.7333333333333,22,1,0,2018-01-14,"Sunday"
"246","2018-01-14 23",22.9909090909091,0,86.8181818181818,23,1,0,2018-01-14,"Sunday"
"247","2018-01-15 00",22.8666666666667,0,85.7333333333333,0,0,0,2018-01-15,"Monday"
"248","2018-01-15 01",22.7333333333333,0,86.2416666666667,1,0,0,2018-01-15,"Monday"
"249","2018-01-15 02",22.775,0,86.425,2,0,0,2018-01-15,"Monday"
"250","2018-01-15 05",22.38,0,92.68,5,0,0,2018-01-15,"Monday"
"251","2018-01-15 06",22.4222222222222,0,92.8555555555556,6,0,0,2018-01-15,"Monday"
"252","2018-01-15 07",22.49,0,92.12,7,0,0,2018-01-15,"Monday"
"253","2018-01-15 08",22.7416666666667,0,91.2666666666667,8,0,0,2018-01-15,"Monday"
"254","2018-01-15 09",23.4166666666667,0,88.2166666666667,9,0,1,2018-01-15,"Monday"
"255","2018-01-15 10",24.45,0,84.1833333333333,10,0,1,2018-01-15,"Monday"
"256","2018-01-15 11",25.2636363636364,0,81.6090909090909,11,0,1,2018-01-15,"Monday"
"257","2018-01-15 12",25.825,0,80.125,12,0,1,2018-01-15,"Monday"
"258","2018-01-15 13",26.275,0,77.8833333333333,13,0,1,2018-01-15,"Monday"
"259","2018-01-15 14",26.4083333333333,0,77.6166666666667,14,0,1,2018-01-15,"Monday"
"260","2018-01-15 15",26.525,0,76.6333333333333,15,0,1,2018-01-15,"Monday"
"261","2018-01-15 16",26.4,0,76.7,16,0,1,2018-01-15,"Monday"
"262","2018-01-15 17",25.8833333333333,0,79.8416666666667,17,0,1,2018-01-15,"Monday"
"263","2018-01-15 18",25.45,0,83.0666666666667,18,0,0,2018-01-15,"Monday"
"264","2018-01-15 19",25.1166666666667,0,85.4083333333333,19,0,0,2018-01-15,"Monday"
"265","2018-01-15 20",24.825,0,84.8833333333333,20,0,0,2018-01-15,"Monday"
"266","2018-01-15 21",24.6333333333333,0,85.0583333333333,21,0,0,2018-01-15,"Monday"
"267","2018-01-15 22",24.3583333333333,0,87,22,0,0,2018-01-15,"Monday"
"268","2018-01-15 23",23.9666666666667,0,90.25,23,0,0,2018-01-15,"Monday"
"269","2018-01-16 00",24.0363636363636,0,88.5090909090909,0,0,0,2018-01-16,"Tuesday"
"270","2018-01-16 01",24.075,0,86.05,1,0,0,2018-01-16,"Tuesday"
"271","2018-01-16 02",23.7833333333333,0,86.7416666666667,2,0,0,2018-01-16,"Tuesday"
"272","2018-01-16 03",23.5583333333333,0,87.625,3,0,0,2018-01-16,"Tuesday"
"273","2018-01-16 04",23.3083333333333,0,88.725,4,0,0,2018-01-16,"Tuesday"
"274","2018-01-16 05",23.0166666666667,0,89.9666666666667,5,0,0,2018-01-16,"Tuesday"
"275","2018-01-16 06",23.1083333333333,0,89.0916666666667,6,0,0,2018-01-16,"Tuesday"
"276","2018-01-16 07",23.2,0,88.475,7,0,0,2018-01-16,"Tuesday"
"277","2018-01-16 08",23.79,0,85.8833333333333,8,0,0,2018-01-16,"Tuesday"
"278","2018-01-16 09",24.8416666666667,0,80.8833333333333,9,0,1,2018-01-16,"Tuesday"
"279","2018-01-16 10",26.2833333333333,0,75.6166666666667,10,0,1,2018-01-16,"Tuesday"
"280","2018-01-16 11",27.4416666666667,0,70.8666666666667,11,0,1,2018-01-16,"Tuesday"
"281","2018-01-16 12",27.85,0,70,12,0,1,2018-01-16,"Tuesday"
"282","2018-01-16 13",28.3916666666667,0,67.8083333333333,13,0,1,2018-01-16,"Tuesday"
"283","2018-01-16 14",28.7833333333333,0,66.3416666666667,14,0,1,2018-01-16,"Tuesday"
"284","2018-01-16 15",28.9666666666667,0,66.05,15,0,1,2018-01-16,"Tuesday"
"285","2018-01-16 16",28.95,0,65.6,16,0,1,2018-01-16,"Tuesday"
"286","2018-01-16 17",28.625,0,66.4583333333333,17,0,1,2018-01-16,"Tuesday"
"287","2018-01-16 18",27.8833333333333,0,69.825,18,0,0,2018-01-16,"Tuesday"
"288","2018-01-16 19",27.0666666666667,0,74.8416666666667,19,0,0,2018-01-16,"Tuesday"
