binned_hours,airtemp,rainfall,humidity,date,weekDay,mean_hourlyL1,mean_hourlySE18,mean_hourlySE20,mean_hourlySE24,mean_hourlySE26,mean_hourlySE28,mean_hourlySE29,TotalL1,L1available,TotalSE18,SE18available,TotalSE20,SE20available,TotalSE24,SE24available,TotalSE26,SE26available,TotalSE28,SE28available,TotalSE29,SE29available,weekNum,hour,workingHour,workDay,PH,weeklyTemp,weeklyHumid,weeklyrainfall
2018-01-20 04,25.90833333,0,89.49166667,20/1/2018,Saturday,97.33333333,23.16666667,526.5833333,153,78.16666667,183.3333333,126.5833333,178,80.66666667,279,255.8333333,548,21.41666667,167,14,214,135.8333333,186,2.666666667,333,206.4166667,3,4,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 05,25.90833333,0,89.30833333,20/1/2018,Saturday,95.58333333,20.25,522.3333333,148.9166667,77.66666667,185.3333333,125.4166667,178,82.41666667,279,258.75,548,25.66666667,167,18.08333333,214,136.3333333,186,0.666666667,333,207.5833333,3,5,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 06,25.75833333,0,90.71666667,20/1/2018,Saturday,101.0833333,26.91666667,519.1666667,130.1666667,83,183.5833333,130,178,76.91666667,279,252.0833333,548,28.83333333,167,36.83333333,214,131,186,2.416666667,333,203,3,6,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 07,25.75833333,0.016666667,90.45833333,20/1/2018,Saturday,112.3333333,41.58333333,511.8333333,106.9166667,93.58333333,184.25,148.3333333,178,65.66666667,279,237.4166667,548,36.16666667,167,60.08333333,214,120.4166667,186,1.75,333,184.6666667,3,7,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 08,26.16666667,0,88.85,20/1/2018,Saturday,133.8333333,56.83333333,481.9166667,61.08333333,107.4166667,185.6666667,157.5833333,178,44.16666667,279,222.1666667,548,66.08333333,167,105.9166667,214,106.5833333,186,0.333333333,333,175.4166667,3,8,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 09,26.80833333,0,85.04166667,20/1/2018,Saturday,130.25,72.91666667,420.6666667,0.333333333,126.6666667,185.5833333,177.5,178,47.75,279,206.0833333,548,127.3333333,167,166.6666667,214,87.33333333,186,0.416666667,333,155.5,3,9,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 10,27.55,0,80.49166667,20/1/2018,Saturday,135.8333333,81.66666667,362.6666667,0,135.6666667,185.3333333,178.1666667,178,42.16666667,279,197.3333333,548,185.3333333,167,167,214,78.33333333,186,0.666666667,333,154.8333333,3,10,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 11,29.075,0,73.01666667,20/1/2018,Saturday,120,68.08333333,269.5833333,0,135,185.4166667,179.75,178,58,279,210.9166667,548,278.4166667,167,167,214,79,186,0.583333333,333,153.25,3,11,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 12,29.825,0,67.025,20/1/2018,Saturday,130.75,55.5,194.6666667,0,130.9166667,183.8333333,179.25,178,47.25,279,223.5,548,353.3333333,167,167,214,83.08333333,186,2.166666667,333,153.75,3,12,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 13,30.75,0,65.09166667,20/1/2018,Saturday,136.8333333,59.83333333,146.5833333,0,106.75,181.8333333,175.8333333,178,41.16666667,279,219.1666667,548,401.4166667,167,167,214,107.25,186,4.166666667,333,157.1666667,3,13,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 14,29.20833333,0,74.80833333,20/1/2018,Saturday,135.75,54.66666667,160.5,0,88.16666667,175.9166667,178.5,178,42.25,279,224.3333333,548,387.5,167,167,214,125.8333333,186,10.08333333,333,154.5,3,14,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-20 15,27.475,0,81.93333333,20/1/2018,Saturday,135.8333333,49,164.75,0,88.08333333,174.1666667,180.3333333,178,42.16666667,279,230,548,383.25,167,167,214,125.9166667,186,11.83333333,333,152.6666667,3,15,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-20 16,27.66666667,0,83.1,20/1/2018,Saturday,128.0833333,46.58333333,188.3333333,0,77.75,178,188.3333333,178,49.91666667,279,232.4166667,548,359.6666667,167,167,214,136.25,186,8,333,144.6666667,3,16,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-20 17,27.90833333,0.016666667,83.10833333,20/1/2018,Saturday,133.0833333,37.66666667,182.0833333,0,74.66666667,173.5,189.9166667,178,44.91666667,279,241.3333333,548,365.9166667,167,167,214,139.3333333,186,12.5,333,143.0833333,3,17,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-20 18,25.59166667,1.1,96.06666667,20/1/2018,Saturday,140,25.33333333,110.5833333,0,80.83333333,177.25,181.75,178,38,279,253.6666667,548,437.4166667,167,167,214,133.1666667,186,8.75,333,151.25,3,18,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 19,25.375,0.016666667,98.08333333,20/1/2018,Saturday,138.75,41.83333333,27.16666667,0,96.16666667,170.3333333,168.9166667,178,39.25,279,237.1666667,548,520.8333333,167,167,214,117.8333333,186,15.66666667,333,164.0833333,3,19,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 20,25.73333333,0,95.725,20/1/2018,Saturday,142.0833333,40.5,9.416666667,0,106.25,172.0833333,165,178,35.91666667,279,238.5,548,538.5833333,167,167,214,107.75,186,13.91666667,333,168,3,20,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 21,25.85,0,93.75,20/1/2018,Saturday,141.1666667,39.41666667,151.1666667,3.583333333,102.4166667,174.9166667,172.4166667,178,36.83333333,279,239.5833333,548,396.8333333,167,163.4166667,214,111.5833333,186,11.08333333,333,160.5833333,3,21,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 22,26.00833333,0,92.69166667,20/1/2018,Saturday,136.9166667,53.41666667,383.4166667,57.66666667,95.25,164.25,161.3333333,178,41.08333333,279,225.5833333,548,164.5833333,167,109.3333333,214,118.75,186,21.75,333,171.6666667,3,22,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-20 23,26.03333333,0,92.775,20/1/2018,Saturday,128.4166667,47.83333333,473.6666667,94.33333333,87,155.75,152.9166667,178,49.58333333,279,231.1666667,548,74.33333333,167,72.66666667,214,127,186,30.25,333,180.0833333,3,23,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 00,26.14545455,0,90.65454545,21/1/2018,Sunday,127.5454545,40.63636364,513,127.2727273,87.81818182,153.9090909,148.9090909,178,50.45454545,279,238.3636364,548,35,167,39.72727273,214,126.1818182,186,32.09090909,333,184.0909091,3,0,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 01,26.05833333,0,91.63333333,21/1/2018,Sunday,124.25,30.91666667,517.5833333,137,87.58333333,153.8333333,139.4166667,178,53.75,279,248.0833333,548,30.41666667,167,30,214,126.4166667,186,32.16666667,333,193.5833333,3,1,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 02,26,0,91.85,21/1/2018,Sunday,120.8333333,24,521.25,143.8333333,84.66666667,152,138.75,178,57.16666667,279,255,548,26.75,167,23.16666667,214,129.3333333,186,34,333,194.25,3,2,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 03,25.83333333,0,92.10833333,21/1/2018,Sunday,117.5833333,14.91666667,522.3333333,147.25,83.16666667,151.5833333,139.5833333,178,60.41666667,279,264.0833333,548,25.66666667,167,19.75,214,130.8333333,186,34.41666667,333,193.4166667,3,3,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 04,25.65833333,0,92.95833333,21/1/2018,Sunday,116.9166667,14.41666667,522.5833333,150.4166667,77.33333333,183.0833333,136.9166667,178,61.08333333,279,264.5833333,548,25.41666667,167,16.58333333,214,136.6666667,186,2.916666667,333,196.0833333,3,4,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 05,25.625,0,92.54166667,21/1/2018,Sunday,116.25,18.33333333,520.4166667,149.1666667,76.33333333,185.25,134.25,178,61.75,279,260.6666667,548,27.58333333,167,17.83333333,214,137.6666667,186,0.75,333,198.75,3,5,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 06,25.49166667,0,92.61666667,21/1/2018,Sunday,119.0833333,23.83333333,515.9166667,138.9166667,80.33333333,183.1666667,133.0833333,178,58.91666667,279,255.1666667,548,32.08333333,167,28.08333333,214,133.6666667,186,2.833333333,333,199.9166667,3,6,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 07,25.58333333,0,92.325,21/1/2018,Sunday,133.4166667,32.41666667,505.0833333,122.3333333,84.91666667,185.0833333,140.25,178,44.58333333,279,246.5833333,548,42.91666667,167,44.66666667,214,129.0833333,186,0.916666667,333,192.75,3,7,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 08,25.58181818,0,89.6,21/1/2018,Sunday,150.4166667,53.66666667,485.8333333,86.16666667,101.0833333,185.8333333,140.5,178,27.58333333,279,225.3333333,548,62.16666667,167,80.83333333,214,112.9166667,186,0.166666667,333,192.5,3,8,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 09,26.05,0,87.11666667,21/1/2018,Sunday,162,68.41666667,430.5833333,25.75,118.5,185.6666667,123.6666667,178,16,279,210.5833333,548,117.4166667,167,141.25,214,95.5,186,0.333333333,333,209.3333333,3,9,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 10,27.54166667,0,78.81666667,21/1/2018,Sunday,168.6666667,85.08333333,369.4166667,0,132.5833333,185.9166667,120.6666667,178,9.333333333,279,193.9166667,548,178.5833333,167,167,214,81.41666667,186,0.083333333,333,212.3333333,3,10,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 11,29.1,0,70.43333333,21/1/2018,Sunday,164.9166667,74.16666667,250.9166667,0,127.5,185,132.4166667,178,13.08333333,279,204.8333333,548,297.0833333,167,167,214,86.5,186,1,333,200.5833333,3,11,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 12,30.72,0,61.92,21/1/2018,Sunday,155.1666667,50.83333333,132.4166667,0,123.0833333,183.5833333,109.0833333,178,22.83333333,279,228.1666667,548,415.5833333,167,167,214,90.91666667,186,2.416666667,333,223.9166667,3,12,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 13,31.55833333,0,56.425,21/1/2018,Sunday,157.25,42.58333333,69.33333333,0,114.4166667,177.5833333,112.5,178,20.75,279,236.4166667,548,478.6666667,167,167,214,99.58333333,186,8.416666667,333,220.5,3,13,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 14,32.44166667,0,51.14166667,21/1/2018,Sunday,158.75,39,70.41666667,0,104.0833333,178.1666667,128.8333333,178,19.25,279,240,548,477.5833333,167,167,214,109.9166667,186,7.833333333,333,204.1666667,3,14,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-21 15,33,0,48.45,21/1/2018,Sunday,161.1666667,37.41666667,105.4166667,0,104.5833333,180.9166667,128.6666667,178,16.83333333,279,241.5833333,548,442.5833333,167,167,214,109.4166667,186,5.083333333,333,204.3333333,3,15,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-21 16,33.33333333,0,49.01666667,21/1/2018,Sunday,159.25,41.58333333,149.0833333,0,103,174.5833333,122.0833333,178,18.75,279,237.4166667,548,398.9166667,167,167,214,111,186,11.41666667,333,210.9166667,3,16,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-21 17,31.95,0,59.08333333,21/1/2018,Sunday,158.3333333,40.91666667,154.1666667,0,100.5833333,172.9166667,120.75,178,19.66666667,279,238.0833333,548,393.8333333,167,167,214,113.4166667,186,13.08333333,333,212.25,3,17,1,1,0,27.01545154,81.28814244,0.020436508
2018-01-21 18,31.09166667,0,54.34166667,21/1/2018,Sunday,162.9166667,27.33333333,82.33333333,0,94.16666667,174.9166667,120,178,15.08333333,279,251.6666667,548,465.6666667,167,167,214,119.8333333,186,11.08333333,333,213,3,18,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 19,28.83333333,0,77.26666667,21/1/2018,Sunday,165.3333333,26.66666667,73.25,0,89.58333333,173.6666667,114.6666667,178,12.66666667,279,252.3333333,548,474.75,167,167,214,124.4166667,186,12.33333333,333,218.3333333,3,19,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 20,27.475,0,88.16666667,21/1/2018,Sunday,158.25,34.33333333,166,1.416666667,80.66666667,165.6666667,128.4166667,178,19.75,279,244.6666667,548,382,167,165.5833333,214,133.3333333,186,20.33333333,333,204.5833333,3,20,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 21,27.19166667,0,90,21/1/2018,Sunday,148.0833333,39.83333333,338.6666667,42.33333333,77.08333333,161.8333333,137.1666667,178,29.91666667,279,239.1666667,548,209.3333333,167,124.6666667,214,136.9166667,186,24.16666667,333,195.8333333,3,21,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 22,27.125,0,89.01666667,21/1/2018,Sunday,133.5,29.25,455,100.6666667,80.16666667,155.8333333,138.4166667,178,44.5,279,249.75,548,93,167,66.33333333,214,133.8333333,186,30.16666667,333,194.5833333,3,22,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-21 23,26.775,0,91.19166667,21/1/2018,Sunday,130.4166667,19.83333333,491.25,120,73.58333333,151.1666667,135.4166667,178,47.58333333,279,259.1666667,548,56.75,167,47,214,140.4166667,186,34.83333333,333,197.5833333,3,23,1,0,0,27.01545154,81.28814244,0.020436508
2018-01-22 00,26.51818182,0,92.6,22/1/2018,Monday,128.3636364,17.09090909,501.6363636,135.6363636,69,150,133.2727273,178,49.63636364,279,261.9090909,548,46.36363636,167,31.36363636,214,145,186,36,333,199.7272727,4,0,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 01,26.70833333,0,88.51666667,22/1/2018,Monday,126,7.666666667,501.1666667,140.6666667,66.41666667,149.0833333,132.1666667,178,52,279,271.3333333,548,46.83333333,167,26.33333333,214,147.5833333,186,36.91666667,333,200.8333333,4,1,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 02,26.525,0,87.59166667,22/1/2018,Monday,123.5,3.083333333,506.9166667,145.25,66.25,149,130.3333333,178,54.5,279,275.9166667,548,41.08333333,167,21.75,214,147.75,186,37,333,202.6666667,4,2,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 03,26.39166667,0,86.95,22/1/2018,Monday,122.5,2.666666667,507.1666667,145,65.83333333,149,128.8333333,178,55.5,279,276.3333333,548,40.83333333,167,22,214,148.1666667,186,37,333,204.1666667,4,3,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 04,25.975,0,89.9,22/1/2018,Monday,122.25,4.583333333,513.3333333,149.0833333,77.66666667,182.6666667,125,178,55.75,279,274.4166667,548,34.66666667,167,17.91666667,214,136.3333333,186,3.333333333,333,208,4,4,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 05,25.51666667,0,92.26666667,22/1/2018,Monday,123.1666667,8.25,513,147.6666667,78.5,186,125.25,178,54.83333333,279,270.75,548,35,167,19.33333333,214,135.5,186,0,333,207.75,4,5,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 06,25.40833333,0,92.675,22/1/2018,Monday,136.1666667,22.83333333,510.5,145.1666667,85.08333333,185.9166667,129.9166667,178,41.83333333,279,256.1666667,548,37.5,167,21.83333333,214,128.9166667,186,0.083333333,333,203.0833333,4,6,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 07,25.54166667,0,92.025,22/1/2018,Monday,173.0833333,59.83333333,489.1666667,114.75,119.5833333,185.4166667,155.25,178,4.916666667,279,219.1666667,548,58.83333333,167,52.25,214,94.41666667,186,0.583333333,333,177.75,4,7,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 08,26.6,0,86.23333333,22/1/2018,Monday,175.75,95.33333333,447.25,84,141.1666667,185.5,179.6666667,178,2.25,279,183.6666667,548,100.75,167,83,214,72.83333333,186,0.5,333,153.3333333,4,8,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 09,27.18333333,0,83.4,22/1/2018,Monday,176.4166667,124.3333333,414.25,51.91666667,154.4166667,185.6666667,195.8333333,178,1.583333333,279,154.6666667,548,133.75,167,115.0833333,214,59.58333333,186,0.333333333,333,137.1666667,4,9,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 10,28.65833333,0,73.58333333,22/1/2018,Monday,176.3333333,121.0833333,380.0833333,45.5,157.25,185.5833333,200.5833333,178,1.666666667,279,157.9166667,548,167.9166667,167,121.5,214,56.75,186,0.416666667,333,132.4166667,4,10,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 11,29.975,0,68.25,22/1/2018,Monday,173.75,105.3333333,331,15.25,161.75,185.6666667,203.9166667,178,4.25,279,173.6666667,548,217,167,151.75,214,52.25,186,0.333333333,333,129.0833333,4,11,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 12,31.11666667,0,60.75833333,22/1/2018,Monday,163.9166667,86.75,270,0,150.9166667,182.4166667,195.75,178,14.08333333,279,192.25,548,278,167,167,214,63.08333333,186,3.583333333,333,137.25,4,12,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 13,31.76666667,0,56.825,22/1/2018,Monday,158.8333333,98,237.0833333,15.83333333,156.6666667,177.9166667,208.5,178,19.16666667,279,181,548,310.9166667,167,151.1666667,214,57.33333333,186,8.083333333,333,124.5,4,13,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 14,32.08333333,0,55.54166667,22/1/2018,Monday,164.5,113.5833333,264.25,10.25,155.1666667,180.25,228.3333333,178,13.5,279,165.4166667,548,283.75,167,156.75,214,58.83333333,186,5.75,333,104.6666667,4,14,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-22 15,32.08333333,0,55.49166667,22/1/2018,Monday,167.0833333,101,297.6666667,14.16666667,156.25,180.5833333,221.5833333,178,10.91666667,279,178,548,250.3333333,167,152.8333333,214,57.75,186,5.416666667,333,111.4166667,4,15,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-22 16,32.30833333,0,55.99166667,22/1/2018,Monday,169.9166667,104.25,299.25,10,150.6666667,177,214,178,8.083333333,279,174.75,548,248.75,167,157,214,63.33333333,186,9,333,119,4,16,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-22 17,31.54166667,0,59.23333333,22/1/2018,Monday,167.8333333,87.83333333,304.75,2.833333333,145.3333333,176.5,208.0833333,178,10.16666667,279,191.1666667,548,243.25,167,164.1666667,214,68.66666667,186,9.5,333,124.9166667,4,17,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-22 18,29.43333333,0,78.04166667,22/1/2018,Monday,145.9166667,56.08333333,293.9166667,0,127.9166667,167.9166667,198.75,178,32.08333333,279,222.9166667,548,254.0833333,167,167,214,86.08333333,186,18.08333333,333,134.25,4,18,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 19,27.80833333,0,86.14166667,22/1/2018,Monday,120,35.91666667,275.3333333,0,106,159.5833333,166.5,178,58,279,243.0833333,548,272.6666667,167,167,214,108,186,26.41666667,333,166.5,4,19,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 20,27.43333333,0,87.79166667,22/1/2018,Monday,118.8333333,31.41666667,269.3333333,0,97.66666667,155.4166667,154.4166667,178,59.16666667,279,247.5833333,548,278.6666667,167,167,214,116.3333333,186,30.58333333,333,178.5833333,4,20,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 21,27.175,0,88.15,22/1/2018,Monday,108.3333333,34.08333333,369.4166667,13.58333333,98.5,155.75,146.8333333,178,69.66666667,279,244.9166667,548,178.5833333,167,153.4166667,214,115.5,186,30.25,333,186.1666667,4,21,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 22,27.09166667,0,89.35,22/1/2018,Monday,106.0833333,25.5,472.9166667,89.75,92.75,148.9166667,131.5,178,71.91666667,279,253.5,548,75.08333333,167,77.25,214,121.25,186,37.08333333,333,201.5,4,22,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-22 23,27.34166667,0,85.54166667,22/1/2018,Monday,110.5,20.75,495.25,120.5833333,87.58333333,144.1666667,131.5,178,67.5,279,258.25,548,52.75,167,46.41666667,214,126.4166667,186,41.83333333,333,201.5,4,23,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 00,27.07272727,0,86.09090909,23/1/2018,Tuesday,107.4545455,15.45454545,507.4545455,139.4545455,79.09090909,143.8181818,130.6363636,178,70.54545455,279,263.5454545,548,40.54545455,167,27.54545455,214,134.9090909,186,42.18181818,333,202.3636364,4,0,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 01,26.91666667,0,86.325,23/1/2018,Tuesday,102.75,11.16666667,507.8333333,147.4166667,74.41666667,142.3333333,128.4166667,178,75.25,279,267.8333333,548,40.16666667,167,19.58333333,214,139.5833333,186,43.66666667,333,204.5833333,4,1,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 02,26.61666667,0,88.45833333,23/1/2018,Tuesday,100.5833333,1.833333333,508.4166667,151.9166667,76.5,142,124.5,178,77.41666667,279,277.1666667,548,39.58333333,167,15.08333333,214,137.5,186,44,333,208.5,4,2,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 03,26.50833333,0,88.61666667,23/1/2018,Tuesday,98.66666667,0.5,507.5833333,154.1666667,78,142,122.6666667,178,79.33333333,279,278.5,548,40.41666667,167,12.83333333,214,136,186,44,333,210.3333333,4,3,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 04,26.38,0,88.86,23/1/2018,Tuesday,98.25,0.916666667,526.5,153,78.33333333,181,124.4166667,178,79.75,279,278.0833333,548,21.5,167,14,214,135.6666667,186,5,333,208.5833333,4,4,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 05,26.34166667,0,88.41666667,23/1/2018,Tuesday,99.16666667,6.75,526.5,149.0833333,76.58333333,184.1666667,128.25,178,78.83333333,279,272.25,548,21.5,167,17.91666667,214,137.4166667,186,1.833333333,333,204.75,4,5,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 06,26.23333333,0,89.05,23/1/2018,Tuesday,108.0833333,23.16666667,522.5833333,137.0833333,85,185.8333333,136.4166667,178,69.91666667,279,255.8333333,548,25.41666667,167,29.91666667,214,129,186,0.166666667,333,196.5833333,4,6,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 07,26.35833333,0,88.04166667,23/1/2018,Tuesday,151.3333333,60,502.1666667,104.25,124.3333333,184.3333333,164.25,178,26.66666667,279,219,548,45.83333333,167,62.75,214,89.66666667,186,1.666666667,333,168.75,4,7,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 08,26.75454545,0,85.07272727,23/1/2018,Tuesday,174.6666667,91.83333333,466.9166667,57.25,144.0833333,185.0833333,189.9166667,178,3.333333333,279,187.1666667,548,81.08333333,167,109.75,214,69.91666667,186,0.916666667,333,143.0833333,4,8,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 09,27.50833333,0,81.59166667,23/1/2018,Tuesday,176.75,120.6666667,435.6666667,47.33333333,154.5833333,185.75,201.0833333,178,1.25,279,158.3333333,548,112.3333333,167,119.6666667,214,59.41666667,186,0.25,333,131.9166667,4,9,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 10,28.28333333,0,78.24166667,23/1/2018,Tuesday,171.9166667,114.4166667,410.1666667,26.33333333,157.3333333,185.6666667,202.0833333,178,6.083333333,279,164.5833333,548,137.8333333,167,140.6666667,214,56.66666667,186,0.333333333,333,130.9166667,4,10,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 11,29.13333333,0,74.83333333,23/1/2018,Tuesday,172.0833333,113.0833333,351.25,14.25,158,183.6666667,203.9166667,178,5.916666667,279,165.9166667,548,196.75,167,152.75,214,56,186,2.333333333,333,129.0833333,4,11,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 12,29.55833333,0,71.64166667,23/1/2018,Tuesday,169.5833333,93.33333333,271.6666667,0,150.25,185,204.3333333,178,8.416666667,279,185.6666667,548,276.3333333,167,167,214,63.75,186,1,333,128.6666667,4,12,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 13,29.63333333,0,72.85,23/1/2018,Tuesday,174.5,87.58333333,251.1666667,8.583333333,153.5,180.5,214.8333333,178,3.5,279,191.4166667,548,296.8333333,167,158.4166667,214,60.5,186,5.5,333,118.1666667,4,13,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 14,27.95833333,0.883333333,80.45833333,23/1/2018,Tuesday,172.75,97.33333333,265.1666667,19.16666667,151.8333333,180.0833333,218.4166667,178,5.25,279,181.6666667,548,282.8333333,167,147.8333333,214,62.16666667,186,5.916666667,333,114.5833333,4,14,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-23 15,26.19166667,0.133333333,92.4,23/1/2018,Tuesday,171.4166667,97.41666667,238.0833333,43.16666667,156.0833333,180.8333333,216.8333333,178,6.583333333,279,181.5833333,548,309.9166667,167,123.8333333,214,57.91666667,186,5.166666667,333,116.1666667,4,15,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-23 16,26.08333333,0.033333333,95.24166667,23/1/2018,Tuesday,170.4166667,84,196.6666667,34.08333333,149.3333333,177.25,197.0833333,178,7.583333333,279,195,548,351.3333333,167,132.9166667,214,64.66666667,186,8.75,333,135.9166667,4,16,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-23 17,27.69166667,0,85.45,23/1/2018,Tuesday,164.3333333,68.83333333,181.6666667,0.666666667,137.4166667,177.25,177.6666667,178,13.66666667,279,210.1666667,548,366.3333333,167,166.3333333,214,76.58333333,186,8.75,333,155.3333333,4,17,0,1,0,27.33258387,82.98532648,0.024319728
2018-01-23 18,28.06666667,0,82.66666667,23/1/2018,Tuesday,147.3333333,53.58333333,131.75,0,135.6666667,175,154.3333333,178,30.66666667,279,225.4166667,548,416.25,167,167,214,78.33333333,186,11,333,178.6666667,4,18,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 19,27.79166667,0,81.55,23/1/2018,Tuesday,122.4166667,33.16666667,80.83333333,0,117,166.8333333,107.6666667,178,55.58333333,279,245.8333333,548,467.1666667,167,167,214,97,186,19.16666667,333,225.3333333,4,19,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 20,27.53333333,0,82.2,23/1/2018,Tuesday,124.75,27,79.83333333,0,111.6666667,160.5833333,90.75,178,53.25,279,252,548,468.1666667,167,167,214,102.3333333,186,25.41666667,333,242.25,4,20,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 21,27.375,0,83.19166667,23/1/2018,Tuesday,121.5833333,28,176.75,7.416666667,110.5,159.3333333,80,178,56.41666667,279,251,548,371.25,167,159.5833333,214,103.5,186,26.66666667,333,253,4,21,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 22,27.225,0,84.21666667,23/1/2018,Tuesday,121.1666667,18.91666667,275.9166667,80.08333333,106.25,149.5833333,77.08333333,178,56.83333333,279,260.0833333,548,272.0833333,167,86.91666667,214,107.75,186,36.41666667,333,255.9166667,4,22,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-23 23,27.18333333,0,83.45,23/1/2018,Tuesday,115.9166667,13.33333333,301.75,121.1666667,97.33333333,147.1666667,72.08333333,178,62.08333333,279,265.6666667,548,246.25,167,45.83333333,214,116.6666667,186,38.83333333,333,260.9166667,4,23,0,0,0,27.33258387,82.98532648,0.024319728
2018-01-24 00,26.9,0,85.1,24/1/2018,Wednesday,113.0909091,6.272727273,313.3636364,139.9090909,89.18181818,146.0909091,67.54545455,178,64.90909091,279,272.7272727,548,234.6363636,167,27.09090909,214,124.8181818,186,39.90909091,333,265.4545455,4,0,0,0,0,27.33258387,82.98532648,0.024319728
