binned_hours,airtemp,rainfall,humidity,date,weekDay,mean_hourlyL1,mean_hourlySE18,mean_hourlySE20,mean_hourlySE24,mean_hourlySE26,mean_hourlySE28,mean_hourlySE29,TotalL1,L1available,TotalSE18,SE18available,TotalSE20,SE20available,TotalSE24,SE24available,TotalSE26,SE26available,TotalSE28,SE28available,TotalSE29,SE29available,weekNum,hour,workingHour,workDay,PH,weeklyTemp,weeklyHumid,weeklyrainfall
2018-01-01 00,24.46363636,0.327272727,88.19049042,1/1/2018,Monday,142.9090909,0,499.8181818,132.9090909,102.1818182,173.7272727,121.7272727,178,35.09090909,279,279,548,48.18181818,167,34.09090909,214,111.8181818,186,12.27272727,333,211.2727273,1,0,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 01,24.525,0.683333333,88.19049042,1/1/2018,Monday,140.75,0,507,136.75,94.16666667,168.0833333,121.75,178,37.25,279,279,548,41,167,30.25,214,119.8333333,186,17.91666667,333,211.25,1,1,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 02,24.75833333,0.316666667,88.19049042,1/1/2018,Monday,142.25,0,520.4166667,147.8333333,88.08333333,162.5833333,113.3333333,178,35.75,279,279,548,27.58333333,167,19.16666667,214,125.9166667,186,23.41666667,333,219.6666667,1,2,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 03,24.83333333,0.166666667,88.19049042,1/1/2018,Monday,140.5,0,523.5833333,151.75,79.33333333,160.5,110.5833333,178,37.5,279,279,548,24.41666667,167,15.25,214,134.6666667,186,25.5,333,222.4166667,1,3,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 04,24.65833333,0.166666667,88.19049042,1/1/2018,Monday,141,0,530.0833333,156.5833333,87.66666667,183.75,105.1666667,178,37,279,279,548,17.91666667,167,10.41666667,214,126.3333333,186,2.25,333,227.8333333,1,4,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 05,24.68333333,0.1,88.19049042,1/1/2018,Monday,140.4166667,0,530.5,153.9166667,86.58333333,185.6666667,104,178,37.58333333,279,279,548,17.5,167,13.08333333,214,127.4166667,186,0.333333333,333,229,1,5,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 06,24.55833333,0.033333333,88.19049042,1/1/2018,Monday,137.3333333,0,530.1666667,151.0833333,90.33333333,186,104,178,40.66666667,279,279,548,17.83333333,167,15.91666667,214,123.6666667,186,0,333,229,1,6,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 07,24.275,0.2,88.19049042,1/1/2018,Monday,138.3333333,0,525.0833333,146.1666667,93.08333333,185.4166667,108.5833333,178,39.66666667,279,279,548,22.91666667,167,20.83333333,214,120.9166667,186,0.583333333,333,224.4166667,1,7,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 08,24.10833333,0.433333333,88.19049042,1/1/2018,Monday,146.0833333,0,508.0833333,138.25,97.91666667,185.6666667,109.8333333,178,31.91666667,279,279,548,39.91666667,167,28.75,214,116.0833333,186,0.333333333,333,223.1666667,1,8,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 09,24.25833333,0.1,88.19049042,1/1/2018,Monday,159.5833333,0,479.0833333,112.8333333,106.0833333,184.8333333,102.9166667,178,18.41666667,279,279,548,68.91666667,167,54.16666667,214,107.9166667,186,1.166666667,333,230.0833333,1,9,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 10,24.375,0.083333333,88.19049042,1/1/2018,Monday,165,0,416.1666667,85.91666667,104.1666667,182.25,96.58333333,178,13,279,279,548,131.8333333,167,81.08333333,214,109.8333333,186,3.75,333,236.4166667,1,10,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 11,24.69166667,0.016666667,88.19049042,1/1/2018,Monday,165.8333333,0,312.5,49,110.5833333,185.75,98.75,178,12.16666667,279,279,548,235.5,167,118,214,103.4166667,186,0.25,333,234.25,1,11,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 12,25.18,0,96.975,1/1/2018,Monday,171.4166667,0,138.3333333,0,113.5,184,113.8333333,178,6.583333333,279,279,548,409.6666667,167,167,214,100.5,186,2,333,219.1666667,1,12,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 13,25.80833333,0,92.76666667,1/1/2018,Monday,160.5,0,7.666666667,0,112.5,182.75,117.3333333,178,17.5,279,279,548,540.3333333,167,167,214,101.5,186,3.25,333,215.6666667,1,13,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 14,26.29166667,0,87.975,1/1/2018,Monday,164.75,0,5.416666667,0,97.58333333,178.5833333,123.75,178,13.25,279,279,548,542.5833333,167,167,214,116.4166667,186,7.416666667,333,209.25,1,14,0,1,1,26.67089134,88.19049042,0.028006629
2018-01-01 15,26.7,0,85.78333333,1/1/2018,Monday,158.8333333,0,32.83333333,0,95.25,176.8333333,128.25,178,19.16666667,279,279,548,515.1666667,167,167,214,118.75,186,9.166666667,333,204.75,1,15,0,1,1,26.67089134,88.19049042,0.028006629
2018-01-01 16,26.71666667,0,85.01666667,1/1/2018,Monday,156.0833333,0,60.66666667,0,94.25,179.0833333,124.4166667,178,21.91666667,279,279,548,487.3333333,167,167,214,119.75,186,6.916666667,333,208.5833333,1,16,0,1,1,26.67089134,88.19049042,0.028006629
2018-01-01 17,26.63333333,0,85.41666667,1/1/2018,Monday,161.9166667,0,64.66666667,0,90.25,177.6666667,111.1666667,178,16.08333333,279,279,548,483.3333333,167,167,214,123.75,186,8.333333333,333,221.8333333,1,17,0,1,1,26.67089134,88.19049042,0.028006629
2018-01-01 18,26.33333333,0,89.71666667,1/1/2018,Monday,155.4166667,0,65.58333333,0,92.25,178.6666667,99.58333333,178,22.58333333,279,279,548,482.4166667,167,167,214,121.75,186,7.333333333,333,233.4166667,1,18,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 19,25.925,0,91.38333333,1/1/2018,Monday,148.8333333,0,84.5,0,86.25,179.9166667,96.58333333,178,29.16666667,279,279,548,463.5,167,167,214,127.75,186,6.083333333,333,236.4166667,1,19,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 20,25.50833333,0,92.675,1/1/2018,Monday,149.0833333,0,165,2.583333333,90.33333333,176,113.1666667,178,28.91666667,279,279,548,383,167,164.4166667,214,123.6666667,186,10,333,219.8333333,1,20,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 21,25.45833333,0,92.15,1/1/2018,Monday,151.0833333,0,321.1666667,50.5,94.75,173.1666667,112.75,178,26.91666667,279,279,548,226.8333333,167,116.5,214,119.25,186,12.83333333,333,220.25,1,21,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 22,25.25,0,92.8,1/1/2018,Monday,147.5833333,0,460.3333333,116.6666667,95.08333333,170.6666667,121.5,178,30.41666667,279,279,548,87.66666667,167,50.33333333,214,118.9166667,186,15.33333333,333,211.5,1,22,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-01 23,25.11666667,0,93.6,1/1/2018,Monday,141.5,0,502.9166667,136.5833333,91,165.0833333,121.5833333,178,36.5,279,279,548,45.08333333,167,30.41666667,214,123,186,20.91666667,333,211.4166667,1,23,0,0,1,26.67089134,88.19049042,0.028006629
2018-01-02 00,25.19090909,0,92.77272727,2/1/2018,Tuesday,140.1818182,0.636363636,523,147,84.45454545,162.4545455,116.9090909,178,37.81818182,279,278.3636364,548,25,167,20,214,129.5454545,186,23.54545455,333,216.0909091,1,0,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 01,25.25,0,92.425,2/1/2018,Tuesday,139.0833333,6.25,525.5,150.3333333,84.58333333,161,111.9166667,178,38.91666667,279,272.75,548,22.5,167,16.66666667,214,129.4166667,186,25,333,221.0833333,1,1,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 02,25.10833333,0,93.86666667,2/1/2018,Tuesday,136.4166667,5.333333333,524,150.25,82.41666667,161.75,109.8333333,178,41.58333333,279,273.6666667,548,24,167,16.75,214,131.5833333,186,24.25,333,223.1666667,1,2,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 03,25.23333333,0,93.49166667,2/1/2018,Tuesday,137.75,3.75,523.75,150.9166667,81.5,161,107.0833333,178,40.25,279,275.25,548,24.25,167,16.08333333,214,132.5,186,25,333,225.9166667,1,3,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 04,24.99166667,0,95.33333333,2/1/2018,Tuesday,137.3333333,6.5,531.5833333,151,91.5,183.9166667,105.5,178,40.66666667,279,272.5,548,16.41666667,167,16,214,122.5,186,2.083333333,333,227.5,1,4,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 05,25.06666667,0,96.48333333,2/1/2018,Tuesday,137.75,10.41666667,531.5833333,150.5833333,92.58333333,185,112.3333333,178,40.25,279,268.5833333,548,16.41666667,167,16.41666667,214,121.4166667,186,1,333,220.6666667,1,5,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 06,25.04166667,0,96.54166667,2/1/2018,Tuesday,151.9166667,27.66666667,528.5833333,144.25,101.3333333,185.5,121.5833333,178,26.08333333,279,251.3333333,548,19.41666667,167,22.75,214,112.6666667,186,0.5,333,211.4166667,1,6,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 07,25.14166667,0,96.31666667,2/1/2018,Tuesday,175.9166667,56.91666667,509.4166667,111.5833333,129.5,184.9166667,144.6666667,178,2.083333333,279,222.0833333,548,38.58333333,167,55.41666667,214,84.5,186,1.083333333,333,188.3333333,1,7,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 08,25.7,0,95.16666667,2/1/2018,Tuesday,174.6666667,75.41666667,472,76.83333333,144.1666667,185.0833333,163.5,178,3.333333333,279,203.5833333,548,76,167,90.16666667,214,69.83333333,186,0.916666667,333,169.5,1,8,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 09,26.1,0,93.59166667,2/1/2018,Tuesday,175.1666667,97.83333333,438.5,59.91666667,152.8333333,184.8333333,167.0833333,178,2.833333333,279,181.1666667,548,109.5,167,107.0833333,214,61.16666667,186,1.166666667,333,165.9166667,1,9,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 10,26.60833333,0,90.05,2/1/2018,Tuesday,175.1666667,100,405.6666667,35.25,159.8333333,184.75,185.75,178,2.833333333,279,179,548,142.3333333,167,131.75,214,54.16666667,186,1.25,333,147.25,1,10,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 11,26.99166667,0,87.31666667,2/1/2018,Tuesday,170.8333333,103.4166667,333.9166667,9.25,162.5833333,183.6666667,195.5,178,7.166666667,279,175.5833333,548,214.0833333,167,157.75,214,51.41666667,186,2.333333333,333,137.5,1,11,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 12,27.46666667,0,84.625,2/1/2018,Tuesday,164.8333333,90.66666667,264.5833333,0,160.25,185.5,198,178,13.16666667,279,188.3333333,548,283.4166667,167,167,214,53.75,186,0.5,333,135,1,12,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 13,27.40833333,0,84.04166667,2/1/2018,Tuesday,173.75,83.58333333,244.4166667,1.5,163.6666667,184.9166667,197.6666667,178,4.25,279,195.4166667,548,303.5833333,167,165.5,214,50.33333333,186,1.083333333,333,135.3333333,1,13,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 14,27,0.066666667,86.59166667,2/1/2018,Tuesday,176.1666667,85.58333333,256.5,15.66666667,162.9166667,182.25,201.5833333,178,1.833333333,279,193.4166667,548,291.5,167,151.3333333,214,51.08333333,186,3.75,333,131.4166667,1,14,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-02 15,25.50833333,0.7,97.27777778,2/1/2018,Tuesday,174.5,99.91666667,259.6666667,26.25,158.6666667,180.4166667,199.8333333,178,3.5,279,179.0833333,548,288.3333333,167,140.75,214,55.33333333,186,5.583333333,333,133.1666667,1,15,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-02 16,24.825,0.3,97.14545455,2/1/2018,Tuesday,170.25,92.75,258.9166667,28.41666667,156.9166667,174.3333333,203.3333333,178,7.75,279,186.25,548,289.0833333,167,138.5833333,214,57.08333333,186,11.66666667,333,129.6666667,1,16,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-02 17,25.675,0.016666667,96.95,2/1/2018,Tuesday,162.9166667,71.58333333,285.6666667,11.75,158.5,170.3333333,189.25,178,15.08333333,279,207.4166667,548,262.3333333,167,155.25,214,55.5,186,15.66666667,333,143.75,1,17,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-02 18,26.15833333,0,94.64166667,2/1/2018,Tuesday,133.75,41,283.0833333,0,137.25,165.75,178.0833333,178,44.25,279,238,548,264.9166667,167,167,214,76.75,186,20.25,333,154.9166667,1,18,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 19,25.925,0,96.36666667,2/1/2018,Tuesday,119.5,18.33333333,279.0833333,0,119.1666667,156.9166667,149.75,178,58.5,279,260.6666667,548,268.9166667,167,167,214,94.83333333,186,29.08333333,333,183.25,1,19,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 20,25.95,0,93.91666667,2/1/2018,Tuesday,125.5,15.66666667,254,0,104,149.9166667,133.8333333,178,52.5,279,263.3333333,548,294,167,167,214,110,186,36.08333333,333,199.1666667,1,20,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 21,25.86666667,0,93.21666667,2/1/2018,Tuesday,125.3333333,16.41666667,300.4166667,0.75,104.1666667,148.5833333,121.8333333,178,52.66666667,279,262.5833333,548,247.5833333,167,166.25,214,109.8333333,186,37.41666667,333,211.1666667,1,21,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 22,25.69166667,0,93.625,2/1/2018,Tuesday,117.75,18,403.1666667,27.83333333,104,147.3333333,119.3333333,178,60.25,279,261,548,144.8333333,167,139.1666667,214,110,186,38.66666667,333,213.6666667,1,22,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-02 23,25.40833333,0,96.14166667,2/1/2018,Tuesday,115.5,15.83333333,435.5833333,44.08333333,98.5,145,119,178,62.5,279,263.1666667,548,112.4166667,167,122.9166667,214,115.5,186,41,333,214,1,23,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 00,25.16363636,0,97.07272727,3/1/2018,Wednesday,113.5454545,8.454545455,454.2727273,49.09090909,93.63636364,144.7272727,117.5454545,178,64.45454545,279,270.5454545,548,93.72727273,167,117.9090909,214,120.3636364,186,41.27272727,333,215.4545455,1,0,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 01,25.05,0,97.28333333,3/1/2018,Wednesday,110.8333333,1.583333333,452.0833333,50.33333333,91.16666667,141.3333333,113.25,178,67.16666667,279,277.4166667,548,95.91666667,167,116.6666667,214,122.8333333,186,44.66666667,333,219.75,1,1,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 02,25.01666667,0,97.38333333,3/1/2018,Wednesday,110.3333333,0.166666667,452.6666667,53.91666667,87.58333333,139.1666667,109.6666667,178,67.66666667,279,278.8333333,548,95.33333333,167,113.0833333,214,126.4166667,186,46.83333333,333,223.3333333,1,2,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 03,24.94166667,0,97.79166667,3/1/2018,Wednesday,110.8333333,0,453.1666667,54.08333333,86,138,108.5833333,178,67.16666667,279,279,548,94.83333333,167,112.9166667,214,128,186,48,333,224.4166667,1,3,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 04,24.8375,0,98.55,3/1/2018,Wednesday,110.4166667,0.166666667,453.5833333,54.33333333,81.83333333,181.0833333,108.25,178,67.58333333,279,278.8333333,548,94.41666667,167,112.6666667,214,132.1666667,186,4.916666667,333,224.75,1,4,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 05,24.85,0,98.56666667,3/1/2018,Wednesday,112.0833333,1.083333333,451.5833333,48.83333333,81.25,184.9166667,112.4166667,178,65.91666667,279,277.9166667,548,96.41666667,167,118.1666667,214,132.75,186,1.083333333,333,220.5833333,1,5,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 06,24.8,0,98.04166667,3/1/2018,Wednesday,125.3333333,13.83333333,450.4166667,31.5,90.75,185.75,118.8333333,178,52.66666667,279,265.1666667,548,97.58333333,167,135.5,214,123.25,186,0.25,333,214.1666667,1,6,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 07,24.95833333,0,97.34166667,3/1/2018,Wednesday,159,51.16666667,433.6666667,0.5,121.4166667,183.5833333,138.25,178,19,279,227.8333333,548,114.3333333,167,166.5,214,92.58333333,186,2.416666667,333,194.75,1,7,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 08,25.71666667,0,94.30833333,3/1/2018,Wednesday,174.6666667,75,401.9166667,0,145.4166667,184.5,167.6666667,178,3.333333333,279,204,548,146.0833333,167,167,214,68.58333333,186,1.5,333,165.3333333,1,8,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 09,27.01666667,0,88.53333333,3/1/2018,Wednesday,176.9166667,99,365,0,153.9166667,163.5833333,188.4166667,178,1.083333333,279,180,548,183,167,167,214,60.08333333,186,22.41666667,333,144.5833333,1,9,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 10,28.25,0,80.96666667,3/1/2018,Wednesday,172.3333333,112.5,314.5833333,0,153.0833333,140.3333333,210.5,178,5.666666667,279,166.5,548,233.4166667,167,167,214,60.91666667,186,45.66666667,333,122.5,1,10,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 11,28.91666667,0,75.64166667,3/1/2018,Wednesday,171.9166667,109.8333333,256.25,0,153.25,139.9166667,201,178,6.083333333,279,169.1666667,548,291.75,167,167,214,60.75,186,46.08333333,333,132,1,11,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 12,30.16666667,0,67.53333333,3/1/2018,Wednesday,166.6666667,88,191.8333333,0,145.5833333,140.0833333,194.5,178,11.33333333,279,191,548,356.1666667,167,167,214,68.41666667,186,45.91666667,333,138.5,1,12,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 13,30.38333333,0,66.20833333,3/1/2018,Wednesday,173.5,59.66666667,168.1666667,0,138,139.9166667,198.8333333,178,4.5,279,219.3333333,548,379.8333333,167,167,214,76,186,46.08333333,333,134.1666667,1,13,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 14,30.25,0,67.75,3/1/2018,Wednesday,172.1666667,73.58333333,186,0,143.5833333,137.3333333,211.75,178,5.833333333,279,205.4166667,548,362,167,167,214,70.41666667,186,48.66666667,333,121.25,1,14,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-03 15,28.41666667,0.083333333,83.11666667,3/1/2018,Wednesday,174.75,84.41666667,200.1666667,0,145.9166667,137.1666667,206.6666667,178,3.25,279,194.5833333,548,347.8333333,167,167,214,68.08333333,186,48.83333333,333,126.3333333,1,15,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-03 16,26.20833333,0.3,96.75833333,3/1/2018,Wednesday,173.4166667,87.25,218,0,130.1666667,133.1666667,197.4166667,178,4.583333333,279,191.75,548,330,167,167,214,83.83333333,186,52.83333333,333,135.5833333,1,16,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-03 17,25.90833333,0,98.325,3/1/2018,Wednesday,162.9166667,76.83333333,236.8333333,0,127.8333333,130.4166667,191.8333333,178,15.08333333,279,202.1666667,548,311.1666667,167,167,214,86.16666667,186,55.58333333,333,141.1666667,1,17,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-03 18,26.49166667,0,96.875,3/1/2018,Wednesday,144.0833333,47.91666667,224.5,0,118.8333333,126.4166667,179,178,33.91666667,279,231.0833333,548,323.5,167,167,214,95.16666667,186,59.58333333,333,154,1,18,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 19,26.60833333,0,95.06666667,3/1/2018,Wednesday,129.3333333,31.33333333,191.75,0,101.25,121.1666667,164.5,178,48.66666667,279,247.6666667,548,356.25,167,167,214,112.75,186,64.83333333,333,168.5,1,19,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 20,26.575,0,93.79166667,3/1/2018,Wednesday,126.1666667,23.58333333,197.1666667,0,94.58333333,120.25,152.9166667,178,51.83333333,279,255.4166667,548,350.8333333,167,167,214,119.4166667,186,65.75,333,180.0833333,1,20,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 21,26.59166667,0,93.26666667,3/1/2018,Wednesday,120.75,23.41666667,309.75,0,96.08333333,115.4166667,155.75,178,57.25,279,255.5833333,548,238.25,167,167,214,117.9166667,186,70.58333333,333,177.25,1,21,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 22,26.49166667,0,94.175,3/1/2018,Wednesday,119.1666667,14.33333333,404.4166667,0,87.5,111.9166667,153.25,178,58.83333333,279,264.6666667,548,143.5833333,167,167,214,126.5,186,74.08333333,333,179.75,1,22,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-03 23,26.06666667,0,96.46666667,3/1/2018,Wednesday,116.9166667,6.25,428.6666667,0,81.08333333,108.1666667,133.6666667,178,61.08333333,279,272.75,548,119.3333333,167,167,214,132.9166667,186,77.83333333,333,199.3333333,1,23,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 00,26,0,95.73333333,4/1/2018,Thursday,112.4545455,3.454545455,442.5454545,0,79.18181818,105.6363636,120.8181818,178,65.54545455,279,275.5454545,548,105.4545455,167,167,214,134.8181818,186,80.36363636,333,212.1818182,1,0,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 01,26.00833333,0,94.50833333,4/1/2018,Thursday,110.8333333,2.083333333,447.3333333,0,75.58333333,104.0833333,120.0833333,178,67.16666667,279,276.9166667,548,100.6666667,167,167,214,138.4166667,186,81.91666667,333,212.9166667,1,1,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 02,25.86666667,0,94.85833333,4/1/2018,Thursday,108.3333333,0,448.8333333,0,72.33333333,102.75,118.0833333,178,69.66666667,279,279,548,99.16666667,167,167,214,141.6666667,186,83.25,333,214.9166667,1,2,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 03,25.68333333,0,95.68333333,4/1/2018,Thursday,108,0,447.8333333,0,70.83333333,101,114,178,70,279,279,548,100.1666667,167,167,214,143.1666667,186,85,333,219,1,3,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 04,25.64166667,0,96.675,4/1/2018,Thursday,108.6666667,0,522,124.5833333,82.41666667,178.5833333,114.3333333,178,69.33333333,279,279,548,26,167,42.41666667,214,131.5833333,186,7.416666667,333,218.6666667,1,4,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 05,25.46666667,0,97.1,4/1/2018,Thursday,110.4166667,0.333333333,526.3333333,135.5833333,83.25,184.4166667,114.4166667,178,67.58333333,279,278.6666667,548,21.66666667,167,31.41666667,214,130.75,186,1.583333333,333,218.5833333,1,5,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 06,25.64166667,0,96.25833333,4/1/2018,Thursday,121.3333333,15.66666667,523.8333333,129.9166667,93.08333333,185.3333333,121.4166667,178,56.66666667,279,263.3333333,548,24.16666667,167,37.08333333,214,120.9166667,186,0.666666667,333,211.5833333,1,6,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 07,25.60833333,0.016666667,97.25,4/1/2018,Thursday,154.6666667,52.58333333,498.6666667,99.83333333,127,184.5833333,146.25,178,23.33333333,279,226.4166667,548,49.33333333,167,67.16666667,214,87,186,1.416666667,333,186.75,1,7,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 08,25.6,0.016666667,97.475,4/1/2018,Thursday,174.1666667,80.58333333,455.75,75.16666667,145.25,185.3333333,166.5,178,3.833333333,279,198.4166667,548,92.25,167,91.83333333,214,68.75,186,0.666666667,333,166.5,1,8,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 09,26.05833333,0,93.91666667,4/1/2018,Thursday,175.9166667,110.4166667,426.9166667,55.16666667,158.4166667,185.4166667,180.75,178,2.083333333,279,168.5833333,548,121.0833333,167,111.8333333,214,55.58333333,186,0.583333333,333,152.25,1,9,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 10,26.98333333,0,89.075,4/1/2018,Thursday,174.3333333,114.9166667,391.75,28.08333333,159.9166667,184.9166667,189,178,3.666666667,279,164.0833333,548,156.25,167,138.9166667,214,54.08333333,186,1.083333333,333,144,1,10,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 11,27.175,0,87.81666667,4/1/2018,Thursday,173.6666667,131.25,329.8333333,2.583333333,173.5,184.6666667,194,178,4.333333333,279,147.75,548,218.1666667,167,164.4166667,214,40.5,186,1.333333333,333,139,1,11,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 12,27.825,0,83.325,4/1/2018,Thursday,172.4166667,132,272.6666667,0,166.1666667,184,194.6666667,178,5.583333333,279,147,548,275.3333333,167,167,214,47.83333333,186,2,333,138.3333333,1,12,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 13,28.475,0,79.725,4/1/2018,Thursday,175.8333333,115.75,254.9166667,0.583333333,163.0833333,183,199.9166667,178,2.166666667,279,163.25,548,293.0833333,167,166.4166667,214,50.91666667,186,3,333,133.0833333,1,13,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 14,28.33333333,0,79.25833333,4/1/2018,Thursday,173.3333333,133.75,287.9166667,0.75,158.25,183.0833333,199.3333333,178,4.666666667,279,145.25,548,260.0833333,167,166.25,214,55.75,186,2.916666667,333,133.6666667,1,14,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-04 15,28.60833333,0,78.33333333,4/1/2018,Thursday,173.9166667,135.1666667,286.4166667,4.833333333,160.3333333,183.5833333,195,178,4.083333333,279,143.8333333,548,261.5833333,167,162.1666667,214,53.66666667,186,2.416666667,333,138,1,15,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-04 16,27.99166667,0,82.61666667,4/1/2018,Thursday,169.8333333,135.75,292.8333333,0,149.8333333,184,193.1666667,178,8.166666667,279,143.25,548,255.1666667,167,167,214,64.16666667,186,2,333,139.8333333,1,16,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-04 17,27.55833333,0,85.14166667,4/1/2018,Thursday,162.3333333,119.5,299.6666667,0,147,184.3333333,189.4166667,178,15.66666667,279,159.5,548,248.3333333,167,167,214,67,186,1.666666667,333,143.5833333,1,17,0,1,0,26.67089134,88.19049042,0.028006629
2018-01-04 18,27.26666667,0,86.00833333,4/1/2018,Thursday,141.8333333,80,275.5,0,121.75,174.6666667,169.1666667,178,36.16666667,279,199,548,272.5,167,167,214,92.25,186,11.33333333,333,163.8333333,1,18,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 19,26.925,0,85.44166667,4/1/2018,Thursday,126.6666667,59.66666667,232.6666667,0,114.1666667,166.5,148.75,178,51.33333333,279,219.3333333,548,315.3333333,167,167,214,99.83333333,186,19.5,333,184.25,1,19,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 20,26.625,0,85.15,4/1/2018,Thursday,120.75,60.25,240.25,0,105.6666667,159.9166667,146.0833333,178,57.25,279,218.75,548,307.75,167,167,214,108.3333333,186,26.08333333,333,186.9166667,1,20,0,0,0,26.67089134,88.19049042,0.028006629
2018-01-04 21,26.5,0,85.75833333,4/1/2018,Thursday,114.75,60.66666667,358.5833333,23.83333333,112.1666667,156.1666667,142.25,178,63.25,279,218.3333333,548,189.4166667,167,143.1666667,214,101.8333333,186,29.83333333,333,190.75,1,21,0,0,0,26.67089134,88.19049042,0.028006629
